cve_ent,cve_diario,cve_fechaedo,identif,ano,Entidad,Periódico,Fecha,Titular,Tema,Actor1,Actor2,Estatal,Voz,Sentido,Destinatario de la crítica,Contenido,Víctima 7
29,56,9,29569,2012,Tlaxcala,Síntesis,11/12/12,Agro será fortalecido: Finanzas. Descarta secretario Ricardo García Portilla que el sector vaya a ser afectado,2,2,4,1,1,0,9999,9999,9999
29,56,10,295610,2012,Tlaxcala,Síntesis,11/01/12,Mantendrán operativos en el estado. Resultados positivos de CONAGO estimulan permanencia de acciones preventivas,2,2,,1,0,0,9999,9999,9999
29,56,11,295611,2012,Tlaxcala,Síntesis,17/05/12,Buscan solución a crisis de PCET.,2,2,,1,0,0,9999,9999,9999
29,56,12,295612,2012,Tlaxcala,Síntesis,09/11/12,En marcha libramiento a Tlaxcala. El presidente Felipe Calderón Hinojosa y el mandatario Mariano González pusieron en marcha la primera etapa del libramiento.,2,3,1,1,1,0,9999,9999,9999
29,56,13,295613,2012,Tlaxcala,Síntesis,21/07/12,Inversión en apoyo de Pymes. Duplica su bolsa el fondo destinado a las pequeñas y medianas empresas. La Secretaría de Economía apoyará 161 proyectos.,2,4,3,1,1,0,9999,9999,9999
29,56,14,295614,2012,Tlaxcala,Síntesis,29/07/12,Polución por micro negocios: Profepa,2,3,,1,0,1,9999,9999,9999
29,56,15,295615,2013,Tlaxcala,Síntesis,29/04/13,"Inversión histórica en Cecyte. Verifica el gobernador funcionalidad del nuevo invernadero, del equipo de laboratorio de cómputo y la rehabilitación de aulas, instalan tecnología de punta.",2,1,5,1,1,0,9999,9999,9999
29,56,16,295616,2013,Tlaxcala,Síntesis,26/11/13,Retraso de Audi pega a empresas. No pueden decidir ubicación.,0,4,,9999,9999,9999,9999,9999,9999
29,56,17,295617,2013,Tlaxcala,Síntesis,24/07/13,Tribunal garantiza legalidad. El proceso de resolución de controversias por los resultados de la elección estará apegado a la legalidad y no a presiones políticas.,2,2,,1,1,0,9999,9999,9999
29,56,18,295618,2013,Tlaxcala,Síntesis,25/04/13,Se recuperó la confianza. Mensaje del gobernador ante Coparmex destaca reinsercipon del estado en la competitividad.,2,1,4,1,1,0,9999,9999,9999
29,56,19,295619,2013,Tlaxcala,Síntesis,19/04/13,Proyectos detonarán desarrollo. Colaboran Federación y estado para cinco proyectos del PND en infraestructura carretaera.,2,3,2,1,1,0,9999,9999,9999
29,56,20,295620,2013,Tlaxcala,Síntesis,09/03/13,"Amenaza violencia a la prensa. Urge denunciar peligros. La peor censura para ejercer el periodismo es la cometida por el crimer organizado, advirtió el Director Ejecutivo de la SIP, Julio Muñoz.",2,6,,1,2,0,9999,9999,9999
29,56,21,295621,2013,Tlaxcala,Síntesis,13/10/13,Demandan que vigilen las vías. Titular de la CET en Tlaxcala.,2,2,,1,1,0,9999,9999,9999
30,57,1,30571,2011,Veracruz,Diario del Itsmo,21/11/11,Piden blindar comicios,2,3,,1,1,3,9999,9999,9999
30,57,2,30572,2011,Veracruz,Diario del Itsmo,09/08/11,Reemplacamiento será gratis:Duarte,2,1,,1,1,0,9999,9999,9999
30,57,3,30573,2011,Veracruz,Diario del Itsmo,02/03/11,Bloquean carreteras,2,8,,1,2,3,9999,9999,9999
30,57,4,30574,2011,Veracruz,Diario del Itsmo,01/09/11,Caen 5 ex alcaldes y 30 ex funcionarios,2,2,,1,1,3,9999,9999,9999
30,57,5,30575,2011,Veracruz,Diario del Itsmo,23/12/11,Mata comando a 11 civiles,1,7,8,0,9999,9999,9999,9999,9999
30,57,6,30576,2011,Veracruz,Diario del Itsmo,16/04/11,Sanearían 750 km de playas,2,2,,1,1,0,9999,9999,9999
30,57,7,30577,2011,Veracruz,Diario del Itsmo,22/05/11,Firmes en mantener un Veracruz seguro,1,1,,1,1,0,9999,9999,9999
30,57,8,30578,2012,Veracruz,Diario del Itsmo,23/04/12,"Siguen viajes, nadie investiga",2,2,8,0,9999,9999,9999,9999,9999
30,57,9,30579,2012,Veracruz,Diario del Itsmo,08/05/12,"Sin conteo rápido, menos certeza:IFE",2,3,,0,9999,9999,9999,9999,9999
30,57,10,305710,2012,Veracruz,Diario del Itsmo,22/02/12,Inicia exportación de Coque a los EU,2,4,,0,9999,9999,9999,9999,9999
30,57,11,305711,2012,Veracruz,Diario del Itsmo,17/05/12,"""Sin riesgo, periodistas en Veracruz""",2,2,,1,1,0,9999,9999,9999
30,57,12,305712,2012,Veracruz,Diario del Itsmo,25/05/12,No permitiré que se involucre a mi gobierno.,2,1,,1,1,2,9999,9999,9999
30,57,13,305713,2012,Veracruz,Diario del Itsmo,28/07/12,¡Asombra Londres!,0,9999,,9999,9999,9999,9999,9999,9999
30,57,14,305714,2012,Veracruz,Diario del Itsmo,28/10/12,Atraerá Veracruz $50 mil millones,2,1,,1,1,0,9999,9999,9999
30,57,15,305715,2013,Veracruz,Diario del Itsmo,06/05/13,Se acerca a la orilla. Culminan las maniobras de más riesgo en Túnel Sumergido,2,2,,0,9999,9999,9999,9999,9999
30,57,16,305716,2013,Veracruz,Diario del Itsmo,24/12/13,Sin transparencia Centroamericanos,2,8,,1,0,4,1,2,9999
30,57,17,305717,2013,Veracruz,Diario del Itsmo,14/08/13,Buscan erosionar a Pemex:Cárdenas,2,3,,0,9999,9999,9999,9999,9999
30,57,18,305718,2013,Veracruz,Diario del Itsmo,20/06/13,Suspenden claes en todo el estado,2,5,,1,0,0,9999,9999,9999
30,57,19,305719,2013,Veracruz,Diario del Itsmo,10/05/13,Duarte dispuesto a Pacto por Veracruz,2,1,,1,1,0,9999,9999,9999
30,57,20,305720,2013,Veracruz,Diario del Itsmo,27/04/13,Gobierno corrompe a diputados:Noroña,2,3,2,0,9999,9999,9999,9999,9999
30,57,21,305721,2013,Veracruz,Diario del Itsmo,08/12/13,Llama PRD a tomar las calles por reforma energética,2,3,,1,2,3,9999,9999,9999
30,58,1,30581,2011,Veracruz,Imagen,10/10/11,Sólo la izquierda cambiará al país: Ebrard,2,3,,0,9999,9999,9999,9999,9999
30,58,2,30582,2011,Veracruz,Imagen,16/08/11,Pide Fox negociar con delincuentes,2,3,,0,9999,9999,9999,9999,9999
30,58,3,30583,2011,Veracruz,Imagen,16/11/11,Pusimon orden: Duarte,2,1,,1,1,0,9999,9999,9999
30,58,4,30584,2011,Veracruz,Imagen,29/09/11,Enviarán más tropas a Veracruz,2,7,,1,0,3,9999,9999,9999
30,58,5,30585,2011,Veracruz,Imagen,19/08/11,Reconoce la SHCP a Veracruz,2,2,3,1,0,0,9999,9999,9999
30,58,6,30586,2011,Veracruz,Imagen,01/10/11,Dejan sin policías cuatro municipios,2,7,,1,0,3,9999,9999,9999
30,58,7,30587,2011,Veracruz,Imagen,06/11/11,Hay 100 mil sin seguro social,2,2,8,1,0,2,9999,9999,9999
30,58,8,30588,2012,Veracruz,Imagen,26/03/12,Lamenta Papa corrupción y violencia,2,0,,0,9999,9999,9999,9999,9999
30,58,9,30589,2012,Veracruz,Imagen,17/07/12,Trafican con la justicia,2,2,,1,1,4,2,0,9999
30,58,10,305810,2012,Veracruz,Imagen,28/03/12,Mueren 150 mil en narcolucha,2,9,,0,9999,9999,9999,9999,9999
30,58,11,305811,2012,Veracruz,Imagen,22/11/12,Se disparó la tortura en sexenio,2,3,,0,9999,9999,9999,9999,9999
30,58,12,305812,2012,Veracruz,Imagen,14/12/12,Hay 600 maestros aviadores,2,5,,1,0,2,9999,9999,9999
30,58,13,305813,2012,Veracruz,Imagen,18/08/12,Recibe línea el Tribunal,2,3,,0,9999,9999,9999,9999,9999
30,58,14,305814,2012,Veracruz,Imagen,04/11/12,Gabinete sin amigos,2,3,,0,9999,9999,9999,9999,9999
30,58,15,305815,2013,Veracruz,Imagen,13/05/13,"Ubica EU a ""El Chapo"" en la frontera.",2,9,,0,9999,9999,9999,9999,9999
30,58,16,305816,2013,Veracruz,Imagen,31/12/13,Moverá la caña al transporte,0,2,8,9999,9999,9999,9999,9999,9999
30,58,17,305817,2013,Veracruz,Imagen,04/09/13,Se levanta Veracruz. Aumentan manifestaciones en la entidad,2,8,,1,2,4,1,1,9999
30,58,18,305818,2013,Veracruz,Imagen,04/07/13,Dejan escuela 60% de jóvenes,2,6,,1,0,1,9999,9999,9999
30,58,19,305819,2013,Veracruz,Imagen,24/05/13,Carolina arriesga Pacto,2,2,,0,9999,9999,9999,9999,9999
30,58,20,305820,2013,Veracruz,Imagen,10/08/13,Desaparecen la Secom. Busca gobernador mayor control financiero y beneficios sociales.,2,1,2,1,1,0,9999,9999,9999
30,58,21,305821,2013,Veracruz,Imagen,07/04/13,Convocan a paro nacional. Dan 5 estados su apoyo a la CNTE.,2,5,,0,9999,9999,9999,9999,9999
31,59,1,31591,2011,Yucatán,Diario de Yucatán,21/03/11,Más sombras que luces. Kukulcán continúa dormido en los planes del gobierno del Estado,2,2,,1,0,4,1,1,9999
31,59,2,31592,2011,Yucatán,Diario de Yucatán,06/09/11,Entre el agua y el frío.,0,9999,,9999,9999,9999,9999,9999,9999
31,59,3,31593,2011,Yucatán,Diario de Yucatán,04/05/11,Cambio en las clases. El día inhábil en Yucatán se corre del jueves al viernes seis.,0,5,,9999,9999,9999,9999,9999,9999
31,59,4,31594,2011,Yucatán,Diario de Yucatán,29/09/11,Protección a la vida. La SC valida una reforma en BC.,2,3,,0,9999,9999,9999,9999,9999
31,59,5,31595,2011,Yucatán,Diario de Yucatán,22/04/11,"La iglesia, reprendida. El papa afirma que los cristianos se han alejado de Dios.",0,0,,9999,9999,9999,9999,9999,9999
31,59,6,31596,2011,Yucatán,Diario de Yucatán,28/05/11,Temen 5 huracanes.,0,9999,,9999,9999,9999,9999,9999,9999
31,59,7,31597,2011,Yucatán,Diario de Yucatán,20/02/11,El negocio de la alegría. El Carnaval de Mérida danza de millones de pesos durante una semana.,0,4,,9999,9999,9999,9999,9999,9999
31,59,8,31598,2012,Yucatán,Diario de Yucatán,09/01/12,Tierras en disputa. El despojo del que acusan a un tío de la gobernadora asciente a 22 hectáreas.,2,8,1,1,2,4,1,0,9999
31,59,9,31599,2012,Yucatán,Diario de Yucatán,17/07/12,Defensa y amenaza. Movilización del PRI y la izquierda por la elección presidencial.,2,3,,0,9999,9999,9999,9999,9999
31,59,10,315910,2012,Yucatán,Diario de Yucatán,18/04/12,Vienen más lluvias.,0,9999,,9999,9999,9999,9999,9999,9999
31,59,11,315911,2012,Yucatán,Diario de Yucatán,28/06/12,Interés del narco en las elecciones.,2,9,,0,9999,9999,9999,9999,9999
31,59,12,315912,2012,Yucatán,Diario de Yucatán,27/04/12,El dengue no cede.,0,8,,9999,9999,9999,9999,9999,9999
31,59,13,315913,2012,Yucatán,Diario de Yucatán,07/09/12,Familia de narcos. Una esposa del Chapo entre los más buscados.,1,9,,0,9999,9999,9999,9999,9999
31,59,14,315914,2012,Yucatán,Diario de Yucatán,16/12/12,Enigmas en un crimen. La policía todavía no establece el móvil del ataque a una primaria.,0,9999,,9999,9999,9999,9999,9999,9999
31,59,15,315915,2013,Yucatán,Diario de Yucatán,10/06/13,Fraude sin freno. Denuncia el PAN más anomalías en estados donde habrá elecciones.,2,3,,0,9999,9999,9999,9999,9999
31,59,16,315916,2013,Yucatán,Diario de Yucatán,19/03/13,Van por García Luna. Denuncia de la CNDH por el caso Florence Casez,2,3,,0,9999,9999,9999,9999,9999
31,59,17,315917,2013,Yucatán,Diario de Yucatán,23/10/13,Reforma perversa. Lamentan que los diputados legislaran al vapor y sobre las rodillas.,2,3,,0,9999,9999,9999,9999,9999
31,59,18,315918,2013,Yucatán,Diario de Yucatán,11/07/13,Más de dos millones. Yucatán ya ocupa el lugar 21 en número de habitantes del país.,0,9999,,9999,9999,9999,9999,9999,9999
31,59,19,315919,2013,Yucatán,Diario de Yucatán,23/08/13,Congreso bajo sitio. Senadores y diputados sesionan en una sede alterna.,2,3,,0,9999,9999,9999,9999,9999
31,59,20,315920,2013,Yucatán,Diario de Yucatán,21/09/13,No cederán las lluvias,0,9999,,9999,9999,9999,9999,9999,9999
31,59,21,315921,2013,Yucatán,Diario de Yucatán,20/01/13,Muro a la impunidad. El gobernador Rolando Zapata ofrece garantías de aplicación de la ley.,2,1,,1,1,0,9999,9999,9999
31,60,1,31601,2011,Yucatán,La Verdad,12/12/11,Cero y van… Payán se destapa de nuevo,2,2,,1,0,0,9999,9999,9999
31,60,2,31602,2011,Yucatán,La Verdad,20/12/11,"La venta de explosivos, un peligro latente",2,2,,1,0,0,9999,9999,9999
31,60,3,31603,2011,Yucatán,La Verdad,30/11/11,Dengue mata a 17 en el estado,0,8,,9999,9999,9999,9999,9999,9999
31,60,4,31604,2011,Yucatán,La Verdad,01/12/11,Tráfico de fármacos en el ISSSTE yucateco,2,2,,1,0,1,9999,9999,9999
31,60,5,31605,2011,Yucatán,La Verdad,10/12/11,Menos de tres pesos aumentará el mínimo,2,2,3,0,9999,9999,9999,9999,9999
31,60,6,31606,2011,Yucatán,La Verdad,03/12/11,Hallazgo en la plaza grande,0,9999,,9999,9999,9999,9999,9999,9999
31,60,7,31607,2011,Yucatán,La Verdad,18/12/11,Arranca handicap presidencial,2,3,,0,9999,9999,9999,9999,9999
31,60,8,31608,2012,Yucatán,La Verdad,06/02/12,Gana Josefina interna panista,2,3,,0,9999,9999,9999,9999,9999
31,60,9,31609,2012,Yucatán,La Verdad,10/01/12,Por dólares abandonan a sus esposas,0,8,,9999,9999,9999,9999,9999,9999
31,60,10,316010,2012,Yucatán,La Verdad,19/01/12,En peligro el acuífero de la costa yucateca,2,3,5,1,2,1,9999,9999,9999
31,60,11,316011,2012,Yucatán,La Verdad,24/03/12,El papa reza por víctimas de violencia,2,0,,0,9999,9999,9999,9999,9999
31,60,12,316012,2012,Yucatán,La Verdad,29/04/12,Inician campañas. PRI y PAN van por la alcaldía de Mérida,2,2,,0,9999,9999,9999,9999,9999
31,60,13,316013,2012,Yucatán,La Verdad,19/03/12,Playas pasan la prueba de Cofepris,2,3,2,1,0,0,9999,9999,9999
31,60,14,316014,2012,Yucatán,La Verdad,10/04/12,Propone Peña Nieto policía con militares,2,3,7,0,9999,9999,9999,9999,9999
31,60,15,316015,2013,Yucatán,La Verdad,29/07/13,No disponible,98,9999,,98,98,98,98,98,98
31,60,16,316016,2013,Yucatán,La Verdad,23/04/13,No disponible,98,9999,,98,98,98,98,98,98
31,60,17,316017,2013,Yucatán,La Verdad,04/12/13,No disponible,98,9999,,98,98,98,98,98,98
31,60,18,316018,2013,Yucatán,La Verdad,15/08/13,No disponible,98,9999,,98,98,98,98,98,98
31,60,19,316019,2013,Yucatán,La Verdad,30/08/13,No disponible,98,9999,,98,98,98,98,98,98
31,60,20,316020,2013,Yucatán,La Verdad,12/10/13,No disponible,98,9999,,98,98,98,98,98,98
31,60,21,316021,2013,Yucatán,La Verdad,10/02/13,No disponible,98,9999,,98,98,98,98,98,98
32,61,1,32611,2011,Zacatecas,El Sol de Zacatecas,07/11/11,"Planilla de Rafael Flores, la virtual ganadora en PRD",2,2,,1,0,0,9999,9999,9999
32,61,2,32612,2011,Zacatecas,El Sol de Zacatecas,27/09/11,Deja Fenaza saldo blanco y aumento en afluencia,2,2,,1,0,0,9999,9999,9999
32,61,3,32613,2011,Zacatecas,El Sol de Zacatecas,18/05/11,Sancionará SEC a 35 escuelas que no laboraron el lunes,2,5,2,1,0,0,9999,9999,9999
32,61,4,32614,2011,Zacatecas,El Sol de Zacatecas,01/12/11,Tembló en Sombrerete,0,9999,,9999,9999,9999,9999,9999,9999
32,61,5,32615,2011,Zacatecas,El Sol de Zacatecas,20/05/11,Gana Antonio Guzmán elección del SPAUAZ,2,5,,1,0,0,9999,9999,9999
32,61,6,32616,2011,Zacatecas,El Sol de Zacatecas,18/06/11,Cae en Fresnillo el matamigrantes,1,7,,0,9999,9999,9999,9999,9999
32,61,7,32617,2011,Zacatecas,El Sol de Zacatecas,03/04/11,La calidad será el sello de este gobierno:Alonso,2,1,,1,1,0,9999,9999,9999
32,61,8,32618,2012,Zacatecas,El Sol de Zacatecas,05/03/12,Ratifica PRD a Claudia Anaya en primera fórmula,2,3,,1,0,0,9999,9999,9999
32,61,9,32619,2012,Zacatecas,El Sol de Zacatecas,02/10/12,Bloquean maestros bulevar; la PGJE actuará contra ellos,2,5,2,1,1,2,9999,9999,9999
32,61,10,326110,2012,Zacatecas,El Sol de Zacatecas,23/05/12,Detienen a 11 delincuentes,1,7,,0,9999,9999,9999,9999,9999
32,61,11,326111,2012,Zacatecas,El Sol de Zacatecas,18/10/12,Proponen endurecer sanciones para los conductores ebrios,2,2,,1,1,0,9999,9999,9999
32,61,12,326112,2012,Zacatecas,El Sol de Zacatecas,24/02/12,Hay 80 mil personas con discapacidad en Zacatecas,0,8,2,9999,9999,9999,9999,9999,9999
32,61,13,326113,2012,Zacatecas,El Sol de Zacatecas,30/11/12,Solicita gobierno autorización para nuevo préstamo,2,2,,1,1,0,9999,9999,9999
32,61,14,326114,2012,Zacatecas,El Sol de Zacatecas,22/07/12,Se desbarranca autobús: 1 muerto,0,9999,,9999,9999,9999,9999,9999,9999
32,61,15,326115,2013,Zacatecas,El Sol de Zacatecas,19/08/13,Capital coreano por primera vez en Zacatecas,2,4,1,1,1,0,9999,9999,9999
32,61,16,326116,2013,Zacatecas,El Sol de Zacatecas,21/05/13,Rechazará la UAZ a cientos de aspirantes,2,5,,1,2,2,9999,9999,9999
32,61,17,326117,2013,Zacatecas,El Sol de Zacatecas,27/02/13,Detienen a Elba Esther Gordillo,2,5,,0,9999,9999,9999,9999,9999
32,61,18,326118,2013,Zacatecas,El Sol de Zacatecas,03/10/13,Aún se desconoce la deuda real de municipios:ASE,2,2,,1,1,3,9999,9999,9999
32,61,19,326119,2013,Zacatecas,El Sol de Zacatecas,18/10/13,Respetará gobierno derechos de maestros. Acuerdan Alonso y SNTE,2,1,5,1,1,0,9999,9999,9999
32,61,20,326120,2013,Zacatecas,El Sol de Zacatecas,02/02/13,Inauguran primer tramo de autopista Jerez-Tlatenango,2,1,2,1,1,0,9999,9999,9999
32,61,21,326121,2013,Zacatecas,El Sol de Zacatecas,14/04/13,Gestiona Zacatecas la proveeduría de la armadora Nissan,2,4,,1,1,0,9999,9999,9999
32,62,1,32621,2011,Zacatecas,Jornada Zacatecas,07/11/11,Partidos incumplen con la formación política de las mujeres:Soto,2,2,,0,9999,9999,9999,9999,9999
32,62,2,32622,2011,Zacatecas,Jornada Zacatecas,11/10/11,Hay inseguridad pero va a la baja: Esaú Hernández,2,2,,1,1,0,9999,9999,9999
32,62,3,32623,2011,Zacatecas,Jornada Zacatecas,27/04/11,Son un fraude los 10 triciclos para seguridad,2,2,,0,9999,9999,9999,9999,9999
32,62,4,32624,2011,Zacatecas,Jornada Zacatecas,29/12/11,Balacera deja 4 muertos en Vetagrande,1,9999,,0,9999,9999,9999,9999,9999
32,62,5,32625,2011,Zacatecas,Jornada Zacatecas,06/05/11,"Separación familiar, causa de vandalismo infantil, advierte DIF",2,3,,1,1,2,9999,9999,9999
32,62,6,32626,2011,Zacatecas,Jornada Zacatecas,09/07/11,"Zacatecas, lugar 13 en marginación",2,8,,1,0,1,9999,9999,9999
32,62,7,32627,2011,Zacatecas,Jornada Zacatecas,10/04/11,Balacera deja tres muertos en Nochistlán,1,9999,,0,9999,9999,9999,9999,9999
32,62,8,32628,2012,Zacatecas,Jornada Zacatecas,02/04/12,"Fortalecer policías municipales, reto del estado: Esaú",2,7,2,1,1,0,9999,9999,9999
32,62,9,32629,2012,Zacatecas,Jornada Zacatecas,04/12/12,Educación es la mejor inversión para erradicar la marginación: Rector,2,5,,1,2,0,9999,9999,9999
32,62,10,326210,2012,Zacatecas,Jornada Zacatecas,13/06/12,"Prohibido fumar en espacios públicos, acuerdan diputados",2,2,,1,1,0,9999,9999,9999
32,62,11,326211,2012,Zacatecas,Jornada Zacatecas,08/11/12,Cayó la producción manufacturera con respecto a 2011,2,4,,1,0,1,9999,9999,9999
32,62,12,326212,2012,Zacatecas,Jornada Zacatecas,09/03/12,Diputados aprueban la Ley del Sistema Estatal de Seguridad Pública,2,2,,1,1,0,9999,9999,9999
32,62,13,326213,2012,Zacatecas,Jornada Zacatecas,14/01/12,Alumnos de San Marcos marchan en la capital,2,8,5,1,2,0,9999,9999,9999
32,62,14,326214,2012,Zacatecas,Jornada Zacatecas,18/03/12,"Reforma energética: anticonstitucional, privatizadora y desnacionalizante",2,3,,0,9999,9999,9999,9999,9999
32,62,15,326215,2013,Zacatecas,Jornada Zacatecas,26/08/13,"Limpiar policías municipales, reto de seguridad: Arturo Nahle",2,7,3,1,1,0,9999,9999,9999
32,62,16,326216,2013,Zacatecas,Jornada Zacatecas,29/01/13,"Municipio de Zacatecas incumple con Metropol, no ha aportado agentes",2,2,,0,9999,9999,9999,9999,9999
32,62,17,326217,2013,Zacatecas,Jornada Zacatecas,10/04/13,"Condonación de adeudo, única solución para sanear finanzas de la UAZ: Rector",2,5,,1,2,0,9999,9999,9999
32,62,18,326218,2013,Zacatecas,Jornada Zacatecas,05/12/13,"Un desastre, sistema educativo en México: Axel Didriksson",2,5,,0,9999,9999,9999,9999,9999
32,62,19,326219,2013,Zacatecas,Jornada Zacatecas,01/11/13,Partidos cooptan a Consejo General de Instituto Electoral,2,3,,1,0,4,0,5,9999
32,62,20,326220,2013,Zacatecas,Jornada Zacatecas,20/04/13,Síndico del Teúl ordena matar perros de la calle,2,2,,0,9999,9999,9999,9999,9999
32,62,21,326221,2013,Zacatecas,Jornada Zacatecas,29/09/13,PGJE debe investigar de oficio presunta corrupción durante la 60 legislatura,2,3,,1,0,4,0,2,9999
